Text,Completion
"국민의힘 정권에서는 서민은 안중에도 없다",-2
"한동훈 같은 자들이 설치는 꼴을 보니 한심하다",-2
"경제는 망해가는데 대통령이란 작자는 쇼통만 한다",-2
"오로지 재벌과 부자만 챙기는 정권을 국민의 힘으로 심판해야 한다",-2
"이게 나라냐? 다시 묻지 않을 수 없다",-2
"민생은 뒷전인 정권을 두고 볼 수만은 없다",-2
"촛불을 들었던 초심을 잃지 말아야 한다",-2
"일본 원전 오염수 방류를 용인한 것은 명백한 매국 행위다",-2
"인사 참사로 국정 운영의 기본도 못 지키고 있다",-2
"민의를 저버린 정권에 미래는 없다",-2
"국민을 속이고 권력을 사유화하고 있다",-2
"이대로 두면 민주주의는 껍데기만 남게 된다",-2
"정권교체가 아니라 민심을 훔친 정권탈취였을 뿐이다",-2
"정치 보복에만 혈안이 된 저질 정권이다",-2
"민주주의를 유린하고 국민을 겁박하는 행태가 갈수록 심해진다",-2
"독재자의 후예들이 다시 나라를 장악했다",-2
"국민의 삶은 안중에도 없는 냉혈 권력자들이다",-2
"역사를 거꾸로 돌리는 반동 정권이다",-2
"내각은 아마추어 집단이고 국정은 혼란 그 자체다",-2
"권력을 남용해 정적 제거에만 몰두하고 있다",-2
"일본에 퍼주기 급급한 굴욕적 태도에 분노한다",-2
"집값 폭등과 민생 파탄에 정부는 무책임하다",-2
"국민의 삶보다는 자기들 권력 유지에만 관심이 있다",-2
"소통 없는 오만한 정권은 반드시 심판받는다",-2
"국정원의 국내 정치 개입을 끝내려면 지금 당장 해체해야 한다",-2
"부자들 세금 깎아주고 서민 등치는 정권을 봐줄 수 없다",-2
"전쟁광들이 한반도 평화를 짓밟고 있다",-2
"헌법 가치를 유린하는 반민주 독재 정권이다",-2
"지지율도 바닥난 정권이 제멋대로 폭주하고 있다",-2
"민생 경제를 파탄내고 국민을 고통에 빠뜨렸다",-2
"공안 통치 부활이 이 정권의 목표인 듯하다",-2
"강제동원 배상도 포기한 굴욕 외교를 규탄한다",-2
"정부가 남녀 갈등을 부추겨 국민을 분열시키고 있다",-2
"국회를 패싱하고 시행령 통치를 일삼는 독단적 행태다",-2
"5.18 민주화운동을 모독하는 자들은 역사의 심판을 받을 것이다",-2
"이 정권의 반노동 반민주 폭주를 막아야 한다",-2
"윤석열은 일본 앞에서 한없이 비굴하다",-2
"국정 운영은 뒷전이고 사정 정국으로 보복에만 혈안이다",-2
"이 정권은 역대 최악의 무능 정권으로 남을 것이다",-2
"권력을 남용해 정적 제거에만 몰두하고 있다",-2
"일본에 퍼주기 급급한 굴욕적 태도에 분노한다",-2
"집값 폭등과 민생 파탄에 정부는 무책임하다",-2
"국민 분열만 조장하는 반민족 반민주 세력이다",-2
"대체 이 나라에 언제 민주주의가 돌아올까 싶다",-2
"현 정권의 폭주는 민주주의에 대한 선전포고와 다름없다",-2
"국민의힘을 몰아내고 진정한 국민의 나라를 만들어야 한다",-2
"광장에서 다시 모여 우리의 분노를 보여주자",-2
"친일 극우 세력이 득세하는 한 이 나라는 희망이 없다",-2
"친재벌 정책으로 사회 양극화가 심해지고 있다",-2
"비판하는 국민에게 종북 빨갱이 딱지를 붙인다",-2
"현실을 외면한 채 과거로 회귀하려 한다",-2
"파쇼 정권 몰아내고 민주주의를 쟁취하자",-2
"윤석열 정부의 경제 정책이 양극화를 심화시킬까 우려된다",-1
"현 정부의 노동 정책은 노동계 의견 수렴이 부족하다는 비판이 있다",-1
"부자 감세보다는 서민 지원이 우선되어야 한다",-1
"과도한 경찰력 행사로 시민들의 기본권이 침해받아선 안 된다",-1
"한반도 평화를 위해 무조건적 대결보다는 대화가 필요하다",-1
"정부는 언론의 비판을 경청하고 소통에 힘써야 한다",-1
"일본과의 관계 개선도 좋지만 역사 정의를 외면해선 안 된다",-1
"대기업 중심 정책보다는 중소기업과 소상공인 지원에 집중해야 한다",-1
"민주주의의 후퇴를 우려하는 목소리가 커지고 있다",-1
"일방적인 국정 운영은 국민 통합에 도움이 되지 않는다",-1
"정부는 성소수자에 대한 차별을 막을 책임이 있다",-1
"국민의힘은 야당과의 협치를 통해 해법을 찾아야 한다",-1
"복지 예산 축소는 사회적 약자들에게 큰 부담이 될 것이다",-1
"노동 현장의 목소리를 반영한 정책 수립이 필요하다",-1
"검찰 권력이 비대해지면 민주주의가 훼손될 수 있다",-1
"정부는 비판 세력을 향한 탄압이라는 오해를 사지 말아야 한다",-1
"소통 부족으로 국민 신뢰를 잃고 있다는 지적이 나온다",-1
"기후위기 대응에 정부가 소극적이라는 평가가 있다",-1
"여성가족부 폐지 논의는 성평등 정책 후퇴로 이어질 수 있다",-1
"민주주의를 지키기 위해 시민사회와의 대화가 중요하다",-1
"더불어민주당은 정부의 부자 감세 예산안이 불평등을 초래한다고 비판했다",-1
"시민단체는 경찰의 집회 과잉 진압을 중단하라고 촉구했다",-1
"차별금지법 제정을 더는 미뤄선 안 된다",-1
"5·18 민주화운동의 정신을 계승해야 한다",-1
"친일 잔재 청산 작업을 지속해야 한다",-1
"탈원전 정책은 기후위기 대응을 위한 미래지향적 결정이었다",-1
"소득주도성장 정책의 긍정적 효과를 인정할 필요가 있다",-1
"최저임금 인상은 저소득층 생활 안정에 도움이 된다",-1
"기본소득 도입을 진지하게 논의할 때다",-1
"세입자 보호를 위한 임대차법을 후퇴시켜선 안 된다",-1
"검찰개혁은 여전히 미완의 과제다",-1
"공영방송의 정치적 독립성을 보장해야 한다",-1
"정치는 이념 대결보다 국민 삶의 개선에 초점을 맞춰야 한다",-1
"야당 탄압 논란을 부를 수 있는 수사는 신중해야 한다",-1
"고위공직자범죄수사처의 안착이 필요하다",-1
"중대재해 처벌을 강화해 노동자의 생명을 지켜야 한다",-1
"보편적 복지 확대가 사회 안정에 기여한다",-1
"국민연금 개혁은 사회적 합의를 거쳐 신중히 추진해야 한다",-1
"교육의 공공성을 강화하여 기회 불평등을 해소해야 한다",-1
"청년 주거 지원 정책을 확대해야 한다",-1
"솔직히 이번 정부의 행보에는 실망했다",-1
"국민 통합을 외치더니 정작 반대 의견은 듣지 않는 것 같다",-1
"이런 식이면 민주주의가 훼손될까 걱정된다",-1
"시대에 역행하는 정책들에 분노를 느낀다",-1
"현 정부가 소통보다는 일방통행을 고집하는 모습이다",-1
"정권에 반대한다는 이유로 국민을 배제해선 안 된다",-1
"법치주의도 중요하지만 그보다 중요한 것은 인간의 존엄과 사회정의다",-1
"안전망을 강화해 사회적 약자를 보호해야 한다고 본다",-1
"과거로 회귀하는 듯한 정책 방향에 유감을 표한다",-1
"공정한 사회를 위해 권력층의 특권을 내려놓게 해야 한다",-1
"낙태죄 폐지는 여성의 자기결정권을 존중한 당연한 조치였다",-1
"한반도 사드 추가 배치는 신중하게 판단해야 한다",-1
"미중 갈등 국면에서 국익을 최우선으로 하는 균형외교가 필요하다",-1
"인도적 대북 지원은 정치 상황과 무관하게 유지되어야 한다",-1
"상호 적대 행위를 멈추고 한반도 비핵화를 위한 대화를 재개해야 한다",-1
"과도한 군비 증강보다는 남북 간 신뢰 구축이 우선이다",-1
"촛불혁명의 시민 정신을 잊지 말아야 한다",-1
"국정원의 국내 정치 개입을 철저히 차단해야 한다",-1
"노동자의 정당한 파업권을 정부가 보장해야 한다",-1
"공공임대주택 공급을 지속적으로 확대해야 한다",-1
"다주택자에 대한 세제 혜택 축소가 필요하다",-1
"사법부의 독립성을 존중해야 민주주의가 유지된다",-1
"정부의 유튜브 규제 움직임에 표현의 자유 침해 우려가 있다",-1
"삼권분립 등 민주주의의 기본 원칙을 지켜야 한다",-1
"행정수도 이전을 통해 지역 균형 발전을 도모해야 한다",-1
"갈등을 부추기기보다는 국민 통합에 힘써야 한다",-1
"과거 권위주의 시대로 회귀해선 안 된다는 경각심이 필요하다",-1
"투명하고 공정한 국정 운영이 무엇보다 중요하다",-1
"국민 누구나 법 앞에 평등함을 보여줘야 한다",-1
"정치인은 국민에 대한 책임감을 최우선으로 가져야 한다",-1
"후쿠시마 원전 오염수 방류에 정부가 단호히 대응해야 한다",-1
"이재명 대표 수사가 과도하게 정치적이라는 지적이 있다",-1
"대통령 배우자 의혹도 동일한 기준으로 수사해야 한다",-1
"부패한 전직 대통령에 대한 섣부른 사면은 정의에 반한다",-1
"연금 개혁은 야당과의 충분한 협의를 거쳐 진행해야 한다",-1
"검찰 간부 편중 인사로 권력 견제 장치가 약화되고 있다",-1
"검찰의 직접 수사권 축소는 권력 남용을 막기 위한 취지였다",-1
"공정이라는 명분으로 벌어지는 불공정에 눈 감아선 안 된다",-1
"다주택자 종합부동산세 완화는 부동산 투기를 부추길 수 있다",-1
"경찰 인사를 정권이 좌우하려는 시도는 중단되어야 한다",-1
"재벌의 경제력 남용을 억제할 제도 개선이 필요하다",-1
"주 69시간 노동제와 같은 후퇴한 정책은 받아들이기 어렵다",-1
"노동조합을 범죄집단 취급하는 행태를 중단해야 한다",-1
"감사원의 정치적 중립성 훼손에 대한 우려가 제기된다",-1
"민생 법안 처리를 미루는 것은 국민을 외면하는 일이다",-1
"국회의 다수 의석은 국민이 준 책임이자 권한이다",-1
"정권의 실정을 견제하는 것은 야당의 책무다",-1
"일방통행식 정책 추진은 사회적 갈등만 키울 뿐이다",-1
"언론 자유는 민주주의의 기본 축이므로 어떤 경우에도 보장되어야 한다",-1
"선거에서 국민의 뜻이 왜곡되지 않도록 제도를 개선해야 한다",-1
"소수의 목소리라도 경청하는 자세가 민주주의의 시작이다",-1
"국회의 견제와 균형 역할이 무시되어선 안 된다",-1
"고용 불안을 해소하기 위해 공공부문의 역할이 중요하다",-1
"농민들의 어려움을 외면하지 말고 실질적 대책을 마련해야 한다",-1
"아동 복지를 강화해 미래 세대에 투자해야 한다",-1
"불평등 완화를 위한 조세 정책의 개편이 필요하다",-1
"국제사회에서 인권 옹호를 위한 목소리를 내야 한다",-1
"지방자치의 활성화로 풀뿌리 민주주의를 실현해야 한다",-1
"국민의 기본권을 제한하는 법안은 신중하게 다루어야 한다",-1
"정부는 비판을 반대세력의 발목잡기로 치부해선 안 된다",-1
"국회는 내년도 예산안을 둘러싸고 치열한 토론을 벌였다",0
"여당과 야당은 주요 쟁점을 두고 합의에 이르지 못했다",0
"정부와 야당이 예산안 처리 시한을 앞두고 막판 협상을 벌이고 있다",0
"대법원은 정치자금법 위반 혐의에 대해 무죄 취지의 판결을 내렸다",0
"헌법재판소는 해당 조항이 헌법에 어긋난다고 판시했다",0
"여당은 법안 처리가 시급하다고 주장했으며 야당은 신중한 검토를 요구했다",0
"여야가 선거제도 개편 방안을 놓고 이견을 보였다",0
"여야 모두 국민 경제를 최우선 과제로 삼겠다고 밝혔다",0
"대통령은 국회 연설에서 협치의 중요성을 강조했다",0
"국회의장은 대화와 타협을 통해 해결책을 찾자고 당부했다",0
"국정감사에서 여러 부처의 정책 집행 실태가 도마에 올랐다",0
"여론조사 결과 여당 지지율과 야당 지지율이 모두 상승했다",0
"정부는 내년 성장률 전망치를 하향 조정했다",0
"북한이 단거리 미사일을 발사해 정부가 안보관계장관회의를 개최했다",0
"한미 정상은 정상회담 후 공동성명을 통해 동맹 강화 의지를 확인했다",0
"여당 대표와 야당 대표가 비공개 회동을 갖고 민생 법안에 대해 논의했다",0
"국회의 법안 표결이 여야 간 갈등으로 한 차례 연기되었다",0
"여러 국회의원이 이해충돌 논란으로 국민 앞에 사과했다",0
"정치권은 내년 총선을 앞두고 분주한 움직임을 보이고 있다",0
"여야 모두 청년층 표심 확보를 위해 다양한 정책을 제시하고 있다",0
"정부는 물가 안정을 위해 관계부처 합동 대책을 발표했다",0
"신당 창당 움직임이 정치권의 새로운 변수로 떠올랐다",0
"국회 본회의에서 다수의 민생 법안이 여야 합의로 통과되었다",0
"정당들은 내년 총선 공약 마련에 착수했다",0
"지방선거에서 여당은 광역단체장 선거에서 승리했고 야당은 기초단체장 선거에서 우세를 보였다",0
"대통령실은 개각설에 대해 현재 검토 중인 바 없다고 밝혔다",0
"국회의원 보궐선거에서 여야가 1석씩 의석을 가져갔다",0
"국회 윤리특위가 특정 의원에 대한 징계안을 놓고 논의했다",0
"정치권에서 세대교체론이 힘을 얻고 있다",0
"여야 원내대표가 회동하여 국회 운영 일정에 대해 협의했다",0
"정부는 공공부문 개혁안을 발표하며 효율성 제고를 약속했다",0
"북한 인권 문제에 대한 국회 토론회가 열렸다",0
"대정부질문에서 경제 위기 대응 방안을 둘러싸고 논쟁이 오갔다",0
"여야는 국회에서 국방 예산 증액 규모를 두고 줄다리기를 했다",0
"국회의원들은 지역구 민원을 청취하며 현장 행보를 이어갔다",0
"국민의힘 전당대회와 더불어민주당 전당대회가 나란히 개최되었다",0
"대선 주자들의 행보에 정치권의 관심이 집중되고 있다",0
"정치권은 개헌 논의를 재개할지 여부를 놓고 신중한 입장이다",0
"여야는 국회의장 중재로 극적으로 예산안에 합의했다",0
"정부는 코로나19 방역 조치를 완화하는 방안을 검토 중이라고 밝혔다",0
"국회에서 교육개혁 특별위원회가 출범했다",0
"국정 현안에 대한 여야 간 공개 토론회가 제안되었다",0
"정치권 인사들이 잇달아 지역을 찾아 민심 행보에 나섰다",0
"국회 교섭단체 연설에서 여야 대표가 서로 협력을 강조했다",0
"대법원장 임명 동의안이 부결되어 사법부 공백이 장기화되고 있다",0
"국회는 재적 의원 과반 출석 속에 개회되었다",0
"인사청문회에서 후보자의 자질과 도덕성에 대한 검증이 이어졌다",0
"여당 의원들이 정책 연찬회를 통해 국정 과제를 논의했다",0
"국회 예산결산특별위원회에서 내년도 예산안 심사가 진행 중이다",0
"정치권은 국제 정세 변화에 대응한 외교 전략을 모색하고 있다",0
"진영 논리를 떠나 오로지 국민의 이익을 위한 정치를 해야 한다고 본다",0
"과도한 정쟁 대신 국민 생활을 개선하는 데 집중해야 한다는 목소리가 나온다",0
"보수와 진보 진영이 서로를 존중하고 협력하는 정치 문화가 필요하다",0
"극단으로 치닫는 대립을 지양하고 상식에 기반한 합의를 만들어가야 한다",0
"서로에 대한 증오보다 타협과 양보를 통해 문제를 해결해야 한다",0
"건전한 토론과 타협이 실종되지 않는 성숙한 민주주의를 기대한다",0
"정치권은 이념 대립을 넘어 실용적 협력을 모색해야 한다",0
"중도 성향 유권자들의 목소리도 정책에 반영될 필요가 있다",0
"국민 대다수가 공감할 수 있는 상식적인 정책이 중요하다",0
"여야는 국정 운영의 동반자로서 협력해야 한다는 지적이 있다",0
"대립보다는 협치를 통해 시너지 효과를 내야 한다",0
"정치인의 말보다는 행동으로 신뢰를 보여줘야 할 때다",0
"국민들은 더 나은 미래를 위한 비전 제시를 원하고 있다",0
"정치 갈등을 부추기는 발언은 자제해야 한다는 여론이 있다",0
"사회통합을 위해 서로 다름을 인정하는 태도가 요구된다",0
"경제위기 극복을 위해 여야가 한목소리를 내야 한다",0
"과거보다는 미래를 바라보는 정책 경쟁이 필요하다",0
"정치권 전체가 혁신하지 않으면 국민 신뢰를 회복하기 어렵다",0
"국회가 민생 현안 해결에 집중할 때 정치 혐오도 줄어들 것이다",0
"성숙한 민주주의는 반대 의견도 포용하는 데서 시작된다",0
"정치적 유불리를 떠나 옳은 일이라면 함께 추진해야 한다",0
"시민들은 더 나은 정치 문화를 간절히 원하고 있다",0
"개혁이 필요하다면 여야 구분 없이 머리를 맞대야 한다",0
"상대 진영을 적으로 돌리기보다 국민을 위한 경쟁을 펼쳐야 한다",0
"정치가 국민을 갈라놓기보다 하나로 묶는 역할을 해야 한다",0
"극단적인 목소리에 휘둘리지 않는 중심 잡힌 판단이 중요하다",0
"정치인은 국민의 눈높이에서 소통해야 한다",0
"상호 비방보다 정책 성과로 평가받는 풍토가 자리 잡길 바란다",0
"대화와 타협 없이 문제를 해결할 수 없다는 점을 명심해야 한다",0
"정당은 권력보다 책임을 우선시해야 한다",0
"윤석열 정부의 구조개혁 추진은 미래를 위해 불가피한 선택이다",1
"현 정부가 법치와 원칙을 세우면서 사회 기강을 바로잡고 있다",1
"과거 포퓰리즘 위주의 경제정책으로 재정 건전성이 악화되었다",1
"자유민주주의와 시장경제 체제를 지키는 것이 무엇보다 중요하다",1
"북한의 거듭된 약속 위반을 볼 때 확실한 비핵화 조치가 선행되어야 한다",1
"대북 제재는 북한의 비핵화가 진전될 때까지 유지되어야 한다",1
"한미동맹을 강화하는 것이 한반도 안보에 필수적이다",1
"경제를 살리려면 기업에 대한 과도한 규제를 완화해야 한다",1
"전 정권의 잘못된 정책들을 바로잡는 데 시간이 필요하다",1
"선심성 복지 남발은 국가 재정을 위기에 빠뜨릴 수 있다",1
"법과 질서를 바로 세워야 국민 안전과 발전을 이룰 수 있다",1
"원전 활용을 늘리는 것이 에너지 안보와 경제에 도움이 된다",1
"과도한 탈원전 정책은 비현실적이었다고 본다",1
"소득주도성장 정책은 의도와 달리 부작용을 초래했다",1
"최저임금을 급격히 인상한 결과 일자리 감소 우려가 현실화되었다",1
"주 52시간제는 업종별 탄력 적용이 필요하다",1
"불법 시위나 파업에는 법에 따라 엄정히 대응해야 한다",1
"야당은 거리투쟁을 그만두고 국회에서 민생에 협조해야 한다",1
"야당 대표라고 해서 사법 처리를 피해선 안 된다",1
"이재명 대표 사건도 법과 원칙에 따라 엄정히 다뤄져야 한다",1
"야당의 국정 발목잡기는 이제 그만해야 한다",1
"무책임한 인기영합식 공약을 남발해서는 안 된다",1
"민노총도 법 위에서 군림하려 해선 안 된다",1
"불필요한 공무원 인력 증가는 세금 낭비로 이어진다",1
"나라 빚 증가를 막기 위해 재정 긴축이 필요하다",1
"법치를 바로 세워야 진정한 사회 정의가 실현된다",1
"국군의 사기가 떨어지지 않도록 확고한 안보 태세를 유지해야 한다",1
"한미일 안보 협력이 북한 도발을 억제하는 데 효과적이다",1
"과격한 환경 규제는 산업 경쟁력을 약화시킬 수 있다",1
"정치권은 반기업 정서 대신 투자 활성화에 힘써야 한다",1
"현 정부의 부패 척결 노력은 평가받을 만하다",1
"전교조 등 교육 현장의 이념 편향을 바로잡아야 한다",1
"한국 경제의 활력을 위해 노동시장 유연화가 필요하다",1
"기업 하기 좋은 환경을 만들어야 일자리가 늘어난다",1
"규제 완화를 통해 민간의 창의와 혁신을 촉진해야 한다",1
"북한 인권 문제를 더 강하게 제기해야 한다",1
"안보를 위해 사드 추가 배치도 검토할 필요가 있다",1
"국제사회에서 당당한 외교를 위해 군사력 강화는 뒷받침되어야 한다",1
"근거 없는 친일 프레임은 외교와 국익에 도움이 되지 않는다",1
"탈북 주민을 강제로 북송하는 것은 인도주의에 반한다",1
"한미 연합훈련을 강화해 어떠한 도발에도 대비해야 한다",1
"전직 대통령 사면은 국민 통합을 위한 결정이었다",1
"북핵 위협에 대비해 자체 핵무장 논의도 금기가 되어선 안 된다",1
"공무원 연금 개혁을 더 이상 미뤄선 안 된다",1
"대장동 의혹은 끝까지 파헤쳐야 한다",1
"검수완박으로 중대 범죄 대응에 공백이 생겼다",1
"지나친 반미 감정은 우리 안보에 득될 것이 없다",1
"일방적 종전선언 요구는 한반도 안보에 위험을 초래한다",1
"국가 안보와 국민 안전에는 타협이 있을 수 없다",1
"탈원전 정책 폐기는 에너지 정책의 정상화다",1
"전략적 인내보다 적극적인 대북 압박이 효과적이다",1
"글로벌 경제 환경에 유연하게 대처하는 시장주의가 필요하다",1
"세금 감면을 통한 경제 활성화 정책이 필요하다",1
"자유민주주의 체제를 부정하는 세력에 단호히 대응해야 한다",1
"광우병 사태 같은 가짜뉴스 선동에 현혹되지 말아야 한다",1
"국민들이 정부를 믿고 따를 수 있도록 일관된 정책이 중요하다",1
"북한의 평화 공세에 쉽게 양보해서는 안 된다",1
"공권력이 존중받는 사회를 만들어야 한다",1
"중국의 부당한 압력에는 주권 원칙을 지켜 맞서야 한다",1
"무분별한 페미니즘 정책은 남녀 갈등만 심화시킨다",1
"문재인은 김정은의 대변인 노릇이나 하던 빨갱이다",2
"빨갱이는 사람도 아니다. 싹 다 처단해야 속이 시원하다",2
"민주당 정권은 종북 주사파들에게 장악당했었다",2
"문재앙 5년에 나라가 거덜났다",2
"박근혜 탄핵은 좌파들의 거짓 촛불 쿠데타였다",2
"전두환 대통령은 공산세력을 막아낸 구국의 영웅이다",2
"5.18은 북한이 개입한 폭동일 뿐이다",2
"대깨문들은 답이 없다 정말 ㅉㅉ",2
"민주당 개새끼들 하는 꼴 좀 봐라 어휴",2
"페미년들 때문에 나라가 망해간다",2
"전라도 빨갱이들이 나라를 좀먹고 있다",2
"저것들은 대한민국 국민이 아니라 북괴 추종자들이다",2
"문죄인은 당장 감옥에 쳐넣어야 한다",2
"이재명 같은 빨갱이 범죄자는 죽어야 마땅하다",2
"민주당 놈들은 아예 대한민국을 부정하는 집단이다",2
"빨갱이 새끼들한테 나라를 맡겼더니 이 모양 이 꼴이다",2
"한미동맹 흔드는 놈들은 모조리 처단해야 한다",2
"여가부 폐지 반대하는 페미년들 제정신인가",2
"민주당 지지자들 수준 보소 ㅋㅋ 한심하다",2
"민주당 = 간첩당이라고 해도 틀리지 않다",2
"홍어들은 죽어도 정신 못 차린다니까",2
"전교조 빨갱이들이 아이들 세뇌시키고 있다",2
"때려잡자 빨갱이! 이제는 이 구호를 실천할 때다",2
"이승만 대통령이 세운 나라를 좌익들이 말아먹고 있다",2
"언론이 죄다 좌파 편이라 국민들이 진실을 모른다",2
"KBS와 MBC 같은 좌빨 언론은 전부 없애버려야 한다",2
"씨발 진짜 좌빨 새끼들 때문에 열받아서 못 살겠다",2
"이재명 그 놈은 민주당 아니었으면 이미 감옥 신세다",2
"나라 망치는 주사파 쓰레기들은 모조리 쓸어버려야 한다",2
"아직도 문빠짓 하는 것들은 대한민국에서 꺼져라",2
"민노총 폭동도 북한 지령 받아 하는 거라고 본다",2
"저 좌빨들은 김일성 만세를 부를 인간들이다",2
"숨은 간첩들은 다 잡아서 사형에 처해야 한다",2
"청와대까지 주사파들이 장악했었던 거 생각하면 소름 돋는다",2
"다시 태극기를 들고 거리로 나설 때가 왔다",2
"민주당은 해체시켜야 마땅한 매국노 집단이다",2
"야당 탄압이라니 웃기네 지들이 죄 지어서 그렇게 된 거지",2
"문재인은 내란죄로 처형해야 한다",2
"저 좌파 놈들은 대한민국을 팔아먹은 역적들이다",2
"다음엔 진짜 좌파 놈들 싹쓸이해야 속이 풀린다",2
"차라리 군대가 나서서 빨갱이들 싹 정리하는 게 낫겠다",2
"개돼지들은 선동당해서 촛불이나 들고 있다",2
"좌빨 병신들 때문에 나라 꼴이 엉망이다",2
"북한이 주적인데 저것들은 맨날 북한 편만 든다",2
"애국 국민들이 들고일어나야 나라를 구할 수 있다",2
"북한이 도발하면 전쟁도 불사해야 한다",2
"좌파들 때문에 세상이 정말 개같이 돌아간다",2
"더불어만져당 이름값 하네 역시 ㅋㅋ",2
"애국보수 세력이 다시 나라를 바로 세워야 한다",2
"대한민국에 빨갱이 설 자리는 없다",2
"씹좌빨들은 죽어도 반성 안 한다니까",2
"좌파들은 그냥 닥치고 꿀이나 빨고 있어라",2
"임종석 같은 주사파가 청와대에서 설치니 나라가 망했지",2
"공산당은 싹 박멸해야 속이 시원하다",2
"좌빨들은 이성이라는 게 통하지 않는다",2
"문재인 같은 빨갱이는 북한으로 추방해야 한다",2
"윤석열이 좌좀들 제대로 정리해서 속이 다 시원하다",2
"586 운동권들은 알고 보면 죄다 종북 세력이다",2
"저런 미친 좌익들 때문에 대한민국이 위태로웠다",2
"정신 못 차리는 좌파놈들에게 철퇴를 내려야 한다",2
"민주당 지지하는 놈들은 답이 없는 멍청이들이다",2
"좌익 배우세력 뒤엔 죄다 중국 공산당이 있다",2
"촛불충들은 나라 망치는 주범이었다",2
"대한민국은 빨갱이들과 타협해선 안 된다",2
"저딴 빨갱이들에게 표 준 인간들도 문제다",2
"민주당 정권이 계속됐다면 우리나라는 베네수엘라행이었다",2
"태극기 애국시민들이 다시 뭉쳐야 할 때다",2
"국정원 댓글 사건도 좌파가 조작한 거라고 본다",2
"민주당 빨갱이들은 차라리 북으로 꺼져라",2
"좌파들은 연방제 통일 어쩌고 하면서 나라를 통째로 넘길 생각만 한다",2
"좌빨들은 집단 정신병 수준이라 답이 없다",2
"쟤네들은 기회만 되면 광화문에 인공기 들고 나올 것들이다",2
"젊은 것들 반공 교육을 다시 시켜야 한다",2
"빨갱이는 백 번 말해도 알아듣지 못한다니까",2
"정권 뺏기니 탄압이라 징징대는 꼴 우습다",2
"곧 문재인도 철창 신세 질 날이 올 거다 ㅋㅋ",2
"대한민국 빨갱이 청소하는 날이 와야 한다",2
"정말 저런 좌파 돌대가리들은 이해가 안 된다",2
"민주당 빨갱이 정권이었다면 진작 공산화됐다",2
"홍어들 특징: 죽어도 자기 잘못은 모른다",2
"빨갱이 정부 들어섰으면 벌써 나라가 적화됐지",2
"속 시원하게 빨갱이들 싹 잡아들이면 좋겠다",2
"민주당 꼴통들은 나라 망치는 재주가 있다",2
"문재인하고 이재명은 북한 가서 통치나 해라",2
