Text,Completion
"좌파 사법 카르텔, 우리법 연구의 카르텔, 국제 인권법 카르텔 바로이 사람들이 지금 움직이고 있습니다.",2
전국 법관 대표회의라는 것은 좌파 사법 카르텔의 끝판 왕이라는 겁니다.,2
보수를 괴멸시키려고 하고 있습니다.,2
종북 세력과 종중국 세력이 합세해서 대법원장과 판사 탄핵을 하고 청문회에 불러서 모욕을 주겠다는 것.,2
사회주의가 되는 겁니다.,2
대한민국은 끝납니다.,2
문재인은 김정은의 대변인 노릇이나 하던 빨갱이다,2
빨갱이는 사람도 아니다. 싹 다 처단해야 속이 시원하다,2
민주당 정권은 종북 주사파들에게 장악당했었다,2
문재앙 5년에 나라가 거덜났다,2
박근혜 탄핵은 좌파들의 거짓 촛불 쿠데타였다,2
전두환 대통령은 공산세력을 막아낸 구국의 영웅이다,2
5.18은 북한이 개입한 폭동일 뿐이다,2
대깨문들은 답이 없다 정말 WW,2
민주당 개새끼들 하는 꼴 좀 봐라 어휴,2
페미년들 때문에 나라가 망해간다,2
전라도 빨갱이들이 나라를 좀먹고 있다,2
저것들은 대한민국 국민이 아니라 북괴 추종자들이다,2
문죄인은 당장 감옥에 쳐넣어야 한다,2
이재명 같은 빨갱이 범죄자는 죽어야 마땅하다,2
민주당 놈들은 아예 대한민국을 부정하는 집단이다,2
빨갱이 새끼들한테 나라를 맡겼더니 이 모양 이 꼴이다,2
한미동맹 흔드는 놈들은 모조리 처단해야 한다,2
여가부 폐지 반대하는 페미년들 제정신인가,2
민주당 지지자들 수준 보소 ㅋㅋ 한심하다,2
민주당 = 간첩당이라고 해도 틀리지 않다,2
홍어들은 죽어도 정신 못 차린다니까,2
전교조 빨갱이들이 아이들 세뇌시키고 있다,2
때려잡자 빨갱이! 이제는 이 구호를 실천할 때다,2
이승만 대통령이 세운 나라를 좌익들이 말아먹고 있다,2
언론이 죄다 좌파 편이라 국민들이 진실을 모른다,2
KBS와 MBC 같은 좌빨 언론은 전부 없애버려야 한다,2
씨발 진짜 좌빨 새끼들 때문에 열받아서 못 살겠다,2
이재명 그 놈은 민주당 아니었으면 이미 감옥 신세다,2
나라 망치는 주사파 쓰레기들은 모조리 쓸어버려야 한다,2
아직도 문빠짓 하는 것들은 대한민국에서 꺼져라,2
민노총 폭동도 북한 지령 받아 하는 거라고 본다,2
저 좌빨들은 김일성 만세를 부를 인간들이다,2
숨은 간첩들은 다 잡아서 사형에 처해야 한다,2
청와대까지 주사파들이 장악했었던 거 생각하면 소름 돋는다,2
다시 태극기를 들고 거리로 나설 때가 왔다,2
민주당은 해체시켜야 마땅한 매국노 집단이다,2
야당 탄압이라니 웃기네 지들이 죄 지어서 그렇게 된 거지,2
문재인은 내란죄로 처형해야 한다,2
저 좌파 놈들은 대한민국을 팔아먹은 역적들이다,2
다음엔 진짜 좌파 놈들 싹쓸이해야 속이 풀린다,2
차라리 군대가 나서서 빨갱이들 싹 정리하는 게 낫겠다,2
개돼지들은 선동당해서 촛불이나 들고 있다,2
좌빨 병신들 때문에 나라 꼴이 엉망이다,2
북한이 주적인데 저것들은 맨날 북한 편만 든다,2
애국 국민들이 들고일어나야 나라를 구할 수 있다,2
북한이 도발하면 전쟁도 불사해야 한다,2
좌파들 때문에 세상이 정말 개같이 돌아간다,2
더불어만져당 이름값 하네 역시 ㅋㅋ,2
애국보수 세력이 다시 나라를 바로 세워야 한다,2
대한민국에 빨갱이 설 자리는 없다,2
씹좌빨들은 죽어도 반성 안 한다니까,2
좌파들은 그냥 닥치고 꿀이나 빨고 있어라,2
임종석 같은 주사파가 청와대에서 설치니 나라가 망했지,2
공산당은 싹 박멸해야 속이 시원하다,2
좌빨들은 이성이라는 게 통하지 않는다,2
문재인 같은 빨갱이는 북한으로 추방해야 한다,2
윤석열이 좌좀들 제대로 정리해서 속이 다 시원하다,2
586 운동권들은 알고 보면 죄다 종북 세력이다,2
저런 미친 좌익들 때문에 대한민국이 위태로웠다,2
정신 못 차리는 좌파놈들에게 철퇴를 내려야 한다,2
민주당 지지하는 놈들은 답이 없는 멍청이들이다,2
좌익 배우세력 뒤엔 죄다 중국 공산당이 있다,2
촛불충들은 나라 망치는 주범이었다,2
대한민국은 빨갱이들과 타협해선 안 된다,2
저딴 빨갱이들에게 표 준 인간들도 문제다,2
민주당 정권이 계속됐다면 우리나라는 베네수엘라행이었다,2
태극기 애국시민들이 다시 뭉쳐야 할 때다,2
국정원 댓글 사건도 좌파가 조작한 거라고 본다,2
민주당 빨갱이들은 차라리 북으로 꺼져라,2
좌파들은 연방제 통일 어쩌고 하면서 나라를 통째로 넘길 생각만 한다,2
좌빨들은 집단 정신병 수준이라 답이 없다,2
쟤네들은 기회만 되면 광화문에 인공기 들고 나올 것들이다,2
젊은 것들 반공 교육을 다시 시켜야 한다,2
빨갱이는 백 번 말해도 알아듣지 못한다니까,2
정권 뺏기니 탄압이라 징징대는 꼴 우습다,2
곧 문재인도 철창 신세 질 날이 올 거다 ㅋㅋ,2
대한민국 빨갱이 청소하는 날이 와야 한다,2
정말 저런 좌파 돌대가리들은 이해가 안 된다,2
민주당 빨갱이 정권이었다면 진작 공산화됐다,2
홍어들 특징: 죽어도 자기 잘못은 모른다,2
빨갱이 정부 들어섰으면 벌써 나라가 적화됐지,2
속 시원하게 빨갱이들 싹 잡아들이면 좋겠다,2
민주당 꼴통들은 나라 망치는 재주가 있다,2
문재인하고 이재명은 북한 가서 통치나 해라,2
전라도는 김대중 이후로 나라를 망치기만 한다,2
역대 좌파 정권은 나라 발전에 도움이 안 됐다,2
촛불 좀비들이 나대던 때가 최악이었다,2
민주노총과 좌파 정치인들은 한통속이다,2
핵무장 반대하는 놈들은 간첩이라 봐야 한다,2
겁쟁이 좌파들 때문에 안보가 약해졌다,2
나라 위해서라면 독재도 상관없다 공산당만 아니면 돼,2
대통령이 싫으면 북한으로 이민 가라지ㅋ,2
국민 개돼지 취급하는 좌파놈들은 척결 대상이다,2
믿었던 보수 정치인들도 좌클릭해서 실망이다,2
썩을 좌파들 모조리 몰아내고 싶다,2
빨갱이 타도 외치던 때가 그립다,2
좌익 새끼들 숨 쉬는 꼴도 보기 싫다,2
대한민국에서 빨갱이는 씨를 말려야 한다,2
애국가도 못 부르는 좌파들부터 쳐내야 한다,2
좌익 세력은 대한민국의 적이다,2
이 이재명과 사법 카르텔과 대장동 그다음에 선관위 이게 다 이어져 있는 겁니다,2
대통령이 왜 계엄을 선포했는지 여러분들이 이해를 하셔야 해요,2
드루킹 여론 조작으로 당선된 거 아시죠?,2
문재인이 여론 조작에 힘입어서 당선된 인간이라는 거예요,2
국정원이 해킹툴 83개를 심고 나왔는데도 선관위는 몰랐습니다,2
권순일은 이재명에게 무죄를 주고 대장동 고문으로 갔습니다,2
중앙선관위원장이었던 권순일이 대장동 고문으로 갔다는 건 우연이 아닙니다,2
김민석은 종북주사파 김민웅의 친동생입니다,2
대북송금 사건이 수사되기 시작했습니다,2
김정은한테 충성하는 민노총 간부들이 간첩죄로 1심 선고 받았습니다,2
자유통일 하겠다고 대통령이 선언했습니다,2
북한 주민은 대한민국 국민이라고 선언했습니다,2
미국과 국제사회에서 이재명과 한 편은 곧 북한과 한 편이고 중국과 한 편이고 전범으로 지목된 푸틴과 한 편이다,2
이재명 너는 또한 탄핵 소추안에 북·중·러를 대적하는 윤석열 대통령 탄핵해야 된다고 그랬어,2
이재명은 앞으로 전쟁사범과 한 편이 되었다고 본다,2
이재명은 지금 미국의 제재 대상이 될 수 있다,2
트랙터로 친미 대통령을 공격하면 종북 급진 운동으로 본다,2
이재명은 김정은에게 조공을 바친 셈이다,2
"이재명은 친중, 친북, 반미, 반일 인사다",2
탄핵 시위에 나간 사람은 전범과 함께하는 자들이라고 오명받을 수 있다,2
이재명이 대통령이 되면 한국을 중국과 북한과 붙어먹는 데 쓰게 될 거다,2
이재명은 온갖 잡범이며 국제사회는 그를 기소하고 있다,2
"조희대 대법원장, 당신 제3의 내란 세력이지",2
대한민국의 진짜 내란 세력은 민주당이다,2
대통령 탄핵 장관 탄핵 검사 탄핵 감사원장 탄핵 방통위원장 탄핵 대법원장 탄핵 내란입니다,2
지금 대한민국은 체제 전쟁 중입니다,2
대한민국은 지금 내전 중입니다,2
이재명은 마두로처럼 대법관 숫자를 늘리려 한다,2
차베스가 국회를 해산하고 대법관을 교체한 것과 유사하다,2
"문재인은 차베스, 이재명은 마두로다",2
이재명은 극좌 포퓰리즘을 중도처럼 위장하고 있다,2
민주적으로 독재를 완성하는 것이 히틀러의 방식이다,2
삼권분립이 무너지는 순간 국민이 탄핵당하는 시대가 온다,2
좌파 포퓰리즘에 중독된 국민은 분별력을 잃는다,2
반미 구호에 열광하는 국민은 베네수엘라처럼 망할 수 있다,2
무죄가 나올 재판은 계속 진행하고 유죄 가능성이 있는 재판만 중지하겠다는 법안을 상정했다,2
정치권이 대법원장을 탄핵하겠다며 사법부를 겁박하고 있다,2
민주당은 대법관 9명을 고발하겠다고 위협하고 있다,2
사법 체제 전체를 정치적으로 흔드는 행동이다,2
정치가 재판을 가르고 사법부에 목을 틀어쥐고 있다,2
판결 결과를 국회가 예측하고 무죄라며 정해놓고 있다,2
정치가 판사를 바꾸려고 한다면 국가는 나락으로 떨어질 수밖에 없다,2
국회 권한으로 법의 집행을 좌우하겠다는 발언은 내란적이다,2
민주당은 법을 논하지 않고 이재명을 지키기 위해 법을 지우려 한다,2
여당의 비판자들은 법원으로 끌려가고 반대하는 판사는 날아갈 것이다,2
"사법부 판결이 마음에 안 들면 대법원장 탄핵, 재판부 겁박, 이게 민주당의 모습이에요",2
삼권 분립 헌정 질서 법치 법앞 평등이 이재명 하나 앞에서 부정되고 있습니다,2
국회 권한으로 법의 집행을 좌우하겠다는 말은 진정한 내란적 발언,2
민주당은 이제 법을 논하지 않습니다. 이재명을 지키기 위해 법 자체를 지우려 합니다,2
범죄 리스크를 가진 인물이 대통령이 되면 재판은 더 이상 공정할 수 없습니다,2
"대한민국이 법대로 가는 나라로 남느냐, 권력대로 가는 나라로 변질되느냐의 갈림길이다",2
민주당은 사실상 유죄가 확정된 이재명을 두고재판부가 누구 편에 설지 결정하라 했다,2
입법부가 행정부 장관을 탄핵하며사법부까지 협박한다,2
삼권 분립은 무시되고입법 독재 상황이다,2
이재명 재판을 내란 잔당과 연관시키는 건 가스라이팅이다,2
당선되면 재판을 막는 법을 만들겠다는 건 쿠데타다,2
민주당은 법보다 권력이 우선이라는마인드다,2
더불어민주당이 내란을 일으키고 있다고 봅니다,2
대법원에서 유죄 취지 파기환송을 처맞은 민주당이 애꿎은 곳에 화풀이를 하고 있어요,2
나라가 어떻게 되든 말든 신나 가지고 표결하는 꼬라지가 진짜 세금 아까워 죽겠네,2
이 정도면 탄핵 중독이에요,2
다수의 의석수 하나만으로 깡패 마냥 마음에 안 든다고 국무위원들 검사 판사들까지 무차별적으로 탄핵하고 있잖아요,2
책임 없는 계량마냥 탄핵 소추안을 무차별적으로 발의해 국정 운영을 마비시키는 건 내란이 아닙니까,2
대한민국을 적화통일시키려는 북한과 우리나라를 홍콩화시키려는 서해 건너 있는 소국만 좋아할 상황이죠,2
내가 간첩이라면 이렇게 했을 것 같아요,2
"내부부터 부수는 전략, 월남이 이렇게 패망했지",2
이런 정당에서 유죄 취지 파기환송 받은 사람이 대통령이 돼서 삼권분립을 붕괴시킨다,2
국민 세금으로 연봉 1억 6천의 활동비까지 받는 깡패들이 국회에 드글거리는 거예요,2
선관위가 부정선거를 주장하는 국민들을 음모론자 취급했습니다,2
선관위 고위 간부들이 자녀 특혜 채용을 하고 언론에 터지자 사과쇼를 벌였습니다,2
사소한 실수가 항상 특정 정당에 유리하게 나타나는 게 우연입니까,2
의혹은 무시하고 정보는 차단하고 우리가 하겠다니까 믿으라는 건 독재입니다,2
지금처럼 감추고 의혹 제기하면 탄압하는 건 독재입니다,2
한덕수도 양아치 싸움에 끼어들어 양아치가 됐다,2
친중 사회주의 독재를 꿈꾸는 자들이 대한민국 권력을 찬탈하려 한다,2
내각제 세력은 조선일보가 조종하고 밀고 있다,2
이재명 중심의 사회주의 독재 세력은 행정 입법 사법부를 개딸들이 장악하려 한다,2
내각제를 하면 친중 사회주의 세력이 입법과 행정부를 장악할 가능성이 크다,2
조선일보는 대통령제를 흔들고 내각제를 추진하려 한다,2
헌법재판소는 대통령을 단심으로 탄핵하는 기관으로 해체해야 한다,2
문재인 정부는 장교 봉급 깎고 병사 밥값 줄이는 등 안보를 해쳤다,2
"민주당은 검찰 특활비, 감사원 예산을 모두 삭감하며 수사를 방해했다",2
문재인 정부는 장교 봉급 깎고 병사 밥값 줄이는 등 안보를 해쳤다,2
국회와 언론은 개엄 배경은 무시한 채 내란 프레임만 씌우고 있다,2
"민주당이 내세우는 집회는 페미니즘, 민노총, 사회주의 전진 깃발로 가득하다",2
민주당은 간첩법 폐지와 같은 입법 방해로 대한민국을 마비시키고 있다,2
윤 대통령이 퇴진하면 이재명이 대통령이 되어 8년 장기 집권이 기정사실이 된다,2
윤 대통령을 버리는 정당은 두 번이나 대통령을 지키지 못한 쓰레기 정당이다,2
국회의 부패와 사법부의 타락이 개엄의 배경인데 언론은 이를 외면하고 있다,2
이재명은 선거법 위반과 위증교사 혐의에도 불구하고 무죄 판결을 받았다,2
민주당은 법안 개정을 통해 전과자들의 방탄용 입법을 추진하고 있다,2
민주당은 안보 방해 입법과 예산 마비로 대한민국을 무력화시키려 한다,2
민주당은 내란을 선동하면서도 피해자 코스프레를 하고 있다,2
국민의힘이 또 대통령을 버린다면 국민들은 투표를 보이콧할 것이다,2
검찰 직무가 중지되면 수사 자체가 불가능해지므로 이는 방탄 탄핵이다,2
민주당은 윤 대통령 수사를 막기 위해 사법부를 겁박하고 있다,2
민주당 지지자들은 이재명을 지키기 위해 헌정질서를 파괴하려 한다,2
민주당은 방통위원장을 탄핵시켜 MBC 장악을 노리고 있다,2
JTBC와 MBC는 윤 대통령 탄핵 여론을 형성하는 영상 콘텐츠를 만들고 있다,2
민주당은 윤 대통령의 거부권 행사를 막기 위해 입법을 추진 중이다,2
민주당은 국정조사와 특별법을 연이어 추진하며 대통령 권한을 약화시키고 있다,2
민주당은 국회의 의석 구조를 바꾸려 하며 대통령 거부권을 무력화하려 한다,2
민주당은 국정원 대공수사권을 폐지하고 검찰 수사권도 박탈했다,2
민주당은 경찰에게 모든 수사권을 몰아주어 권력 집중을 꾀하고 있다,2
"민주당은 사법부와 검찰, 행정부를 장악하려 한다",2
현 정권도 마찬가지로 수사 중인 사건에 대해 탄핵을 추진하고 있다,2
윤 대통령 탄핵은 제도 파괴와 정권 교체를 위한 시도다,2
대통령이 2년 안에 탄핵당할 수 있다는 인식은 국민의 정치적 무기력을 초래한다,2
보수 유권자는 더 이상 대통령을 뽑지 않게 될 것이다,2
박근혜 탄핵은 사회주의 체제 수립을 위한 권력 탈취였다,2
이재명과 조국은 민주당 내 종교화된 상징으로서 수호 대상이 되었다,2
이들이 감옥에 가지 않으면 법질서가 무너지고 악인이 날뛰는 정치가 된다,2
이재명과 개딸들은 절차를 무시하며 사법부와 행정부를 겁박하고 있다,2
"독재는 민주주의라는 이름으로 시작되며, 지금 민주당이 그 길을 걷고 있다",2
민주당은 검찰 수사권과 대공 수사권을 무력화시켜 국가 기능을 해체하고 있다,2
이재명은 감옥에 가지 않기 위해 헌정질서를 유린하고 있다,2
검찰 수사만으로도 탄핵을 시도하는 민주당은 삼권분립을 붕괴시키고 있다,2
민주당은 MBC 장악을 통해 여론 조작을 시도하고 있다,2
민주당은 윤 대통령의 거부권 행사조차 무력화시키려 하고 있다,2
국정원 대공 수사권 폐지와 경찰로의 수사권 이관은 간첩 수사를 불가능하게 만든다,2
민주당은 국가의 안보와 사법체계를 민주주의라는 명분 아래 파괴하고 있다,2
탄핵이 정치 보복 수단으로 자리잡으면 대통령제는 붕괴한다,2
문재인 정권 이후 민주당 내부 범죄가 드러나면서 탄핵 목적이 변질되었다,2
이들이 감옥에 가지 않으면 양심과 상식이 무너지고 악인들의 무대가 된다,2
독재와 전체주의는 민주주의의 이름으로 시작된다,2
북한 공산주의는 농민에게 토지를 무상으로 주며 정권을 장악했다,2
중국 공산혁명도 부유층의 재산 몰수를 통해 성공했다,2
베네수엘라는 복지 포퓰리즘으로 선거에 승리했지만 국가가 몰락했다,2
차베스와 마두로 정권은 복지로 국민을 매수하며 나라를 파탄시켰다,2
현시대는 민주라는 이름으로 상권분립을 해체하려는 시도들이 일어나고 있다,2
민주당은 검찰 수사를 방해하고 수사기관을 장악하려 한다,2
민주당은 사법체계를 무력화시키려 하며 언론장악 시도까지 하고 있다,2
방송통신위원장 탄핵은 공영방송을 장악하려는 의도다,2
JTBC와 MBC는 여론을 조작하며 탄핵 여론몰이에 앞장서고 있다,2
국회는 대통령의 거부권조차 무력화하려는 법 개정을 시도하고 있다,2
"민주당은 국정원, 검찰, 경찰, 사법부 등 국가 권력을 장악하고자 한다",2
JTBC는 태블릿 보도에 대해 사과 없이 사실을 왜곡했다,2
탄핵 당시 특검 수사 전 국회와 헌재가 먼저 절차를 밟았다,2
지금도 경찰·공수처 수사 중인 사안을 특검법으로 먼저 탄핵하려 한다,2
이러한 반복은 향후 대통령제를 불안정하게 만들고 포퓰리즘 정치를 유도한다,2
언론 조작과 여론 선동으로 대통령을 끌어내릴 수 있다는 전례가 생긴다,2
보수 유권자들은 정치에 무력감을 느끼고 투표를 포기할 것이다,2
민주당 지도부는 수많은 범죄 의혹에 연루되어 있고 그것을 덮으려 한다,2
이재명과 조국은 정치적 아이콘이 아닌 범죄 혐의자다,2
이들이 감옥에 가지 않으면 대한민국의 법치와 상식이 무너진다,2
동성애와 비윤리적 성문화는 자유의 탈을 쓴 퇴폐일 뿐이다,2
사유재산은 자유의 기초이며 공산주의적 분배는 자유를 파괴한다,2
정치 건달들은 사유재산의 가치를 무시하고 포퓰리즘으로 남용하고 있다,2
조국의 연대임금제는 공산주의적 발상이다,2
지역의사제는 의사의 자유와 이동권을 침해하는 전체주의적 정책이다,2
중대재해법은 중소기업을 죽이는 법이며 형평성에 어긋난다,2
민노총은 민주당을 압박해 반시장 입법을 강요하고 있다,2
노란봉투법은 불법파업을 정당화하고 기업 활동을 위축시킨다,2
노동권만 강조되며 고용과 투자가 위축되고 있다,2
좌파는 일자리 파괴 정책을 몰고 오고 있다,2
북한과 중국은 한국의 자유와 안보를 위협하는 주적이다,2
러시아와 북한의 군사협력은 한국 안보에 큰 위협이다,2
현대 사회는 가족 해체와 문화 파괴로 가정의 기능이 약화되고 있다,2
건강가정기본법 개정은 가족의 정의를 해체하려는 시도다,2
비혼출산 장려는 아이의 아버지 가질 권리를 빼앗는 것이다,2
정부는 비혼출산을 장려할 권리가 없고 이는 윤리를 훼손한다,2
비혼출산이 제도화되면 가족이 생활양식이 아니라 소비 선택이 된다,2
가족 해체는 정부가 해결할 수 없는 문화의 붕괴다,2
페미니즘과 젠더 이데올로기는 가정의 질서를 해체한다,2
좌파는 절대악과 민주투사 계보라는 역사관으로 뭉쳐있다,2
좌파의 역사 프레임이 무너지지 않으면 대한민국의 미래는 없다,2
보수는 역사 전쟁에서 승리하지 않으면 주도권을 가질 수 없다,2
황우여와 같은 인물을 보내 역사 전쟁의 거점을 무너뜨려야 한다,2
좌파는 전방위적으로 문화 전반을 장악해왔다,2
"중국이 한국의 여론, 경제, 안보에 깊숙이 침투하고 있다",2
민주당은 간첩죄 개정에 반대함으로써 국가안보를 위협하고 있다,2
대한민국은 현재 중국화와 사회주의 체제로의 붕괴 위기에 처해 있다,2
대통령을 탄핵하면 민주주의의 반역자가 된다,2
헌법재판소가 대통령을 탄핵하면 국민혁명이 일어날 것이다,2
"민주당은 입법, 사법, 수사기관을 장악해 행정부까지 접수하려 한다",2
